study_id,deduplication_status,citation_screening_status,fulltext_screening_status,data_extraction_screening_status,data_source_type,data_source_name,data_source_url,citation_title,citation_abstract,citation_authors,citation_journal_name,citation_journal_volume,citation_pub_year,citation_keywords,fulltext_filename,fulltext_exclude_reasons
197467,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Impact of organic inputs on wettability characteristics and structural stability in silty vineyard topsoil,"Organic inputs were used for 10 years on a French vineyard topsoil to improve structural stability and thus to protect against erosion. The three types of organic inputs (mulches) included: conifer compost, CC (100 m3 ha-1 every 3 years); conifer bark, CB (300 m3 ha-1 every 5 years); and cereal straw, S (10 t ha-1 every 2 years). The other two types of organic inputs were cover crops of clover (C) and fescue (F). The impacts of these organic inputs on soil organic carbon (SOC) content, wettability (capillary rise and X-ray photoelectron spectroscopy (XPS)) and structural stability were studied. The SOC content was twice as large in the CC, C and F topsoils (SOC content of 2.56-3.24%) as in the reference (R) topsoil (SOC content of 1.39%). Both apparent contact angle (theta) and surface OH:C mass ratio indicated that the R and S topsoils were hydrophilic (theta of 27.4-33.4 degrees, surface OH:C ratio of 3.20-4.41), whereas the CB, C and F topsoils were partially hydrophobic (theta of 69.1-79.8 degrees, surface OH:C ratio of 1.36-2.86), and the CC topsoil had intermediate values (theta of 46.9 degrees, surface OH:C ratio of 2.43-2.81). Moreover, the greater the theta value, the smaller the water sorptivity value and the greater the proportion of water-stable aggregates, Ag(w). The increase in SOC content had beneficial effects on Ag(w), particularly for the partially hydrophobic C and F topsoils (Ag(w) of 22.3-44.5%) against the hydrophilic R and S topsoils (Ag(w) of 8.2-12.7%). Development of hydrophobicity, correlated with the decrease in the surface OH:C ratio and the increase in the C-O, C-N proportion on surface C, should be attributed to humified organic matter or/and to plant and microbial polysaccharides. As the XPS and aggregate stability data describe soil physical processes at small scales (nm to mm), we suggest an experimental and modelling framework for upscaling these results for practical improvement and management of vineyard soils.","Bartoli, F.; Dousset, S.",,62,2011,,,
197469,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Effect of decomposition intensity of incorporated chickpea manure on stability and saturated hydraulic conductivity of a clay loam and clay soil,"The role of organic matter (OM) in soil aggregation and saturated hydraulic conductivity (Ksat) has long been recognised but their depedence on the intensity of decay is less studied. The objective of this study was to determine the effect of decomposition intensity of incorporated chickpea manure on soil aggregate stability and Ksat. Samples of a clay loam and clay soil were collected from the top 15 cm layer and amended with chickpea green or mature dry manure and incubated at 30 degrees C and similar to 60% water holding capacity. Decomposition intensity was determined by measuring CO2 evolution using NaOH traps, aggregate stability by wet sieving and Ksat by the constant head method. All determinations were made 3, 7 and 30 days after incubation and the data analysed following the general linear model for a 2 x 3 x 3 factorial in randomised complete block design. Evolution of CO2 in both soils and manure was highest on day 7 compared to day 3 and 30. In both soils >60% of the soil aggregates were macroaggregates >0.5 mm but the relative proportion of microaggregates <0.5 mm increased from similar to 10 to similar to 20% in the control and to similar to 15% in the amended cay loam soil in the day 30 treatments. Decomposition intensity was increased by incorporating chickpea manure which resulted in improved soil aggregate stability and Ksat especially in soil with low clay content. CO2 which is a simple product of decomposition may be used as a rapid indicator of soil aggregate stability and water movement in agricultural soils.","Wakindiki, I. I. C.; Yegon, R.",,6,2011,,,
197471,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Changes in Soil Properties and Carbon Content Following Compost Application: Results of On-farm Sampling,"A field survey was conducted to quantify the benefits of applying compost to agricultural soils in California. Soil samples were collected from farm sites with a history of compost use. Soils were analyzed for total organic carbon and nitrogen, Mehlich III extractable nutrients, bulk density, microbial activity (measured as CO evolution), water infiltration rate and gravimetric water at 1 bar tension. Across all sites, compost application increased soil organic carbon by 3x in comparison to control soils. Significant changes were also observed in soil microbial activity (2.23 x control), gravimetric water (1.57 x control), and bulk density (0.87 x control). Nutrient availability in compost amended soils was similar to availability in conventionally managed soils. Infiltration times were significantly reduced in compost amended soils in comparison to control soils. High rates of compost application showed more significant benefits in comparison to low rates of compost application and control soils. At lower application rates, compost amended soils were statistically similar to controls for most variables. Increases in water holding capacity were significant in coarser textured soils in comparison to finer textured soils. Results from this sampling confirm results from replicated field trials on benefits associated with compost use in agricultural soils.","Brown, Sally; Cotton, Matt",,19,2011,,,
197473,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,PATH COEFFICIENT ANALYSIS OF SOIL PHYSICAL PROPERTIES AND ORGANIC MATTER EFFECTS ON COMPRESSIBILITY AND PENETRATION RESISTANCE OF AN ULTISOL UNDER SUGARCANE,"One of the ways to evaluate the soil structural status is by means of the pre-compaction pressure and soil penetration resistance. In view of the importance of associations between two variables in soil science, the objective of this study was the decomposition of the direct and indirect effects (”path coefficient analysis”) of soil physical properties and organic matter on pre-compaction pressure (sigma p) and laboratory-determined soil penetration resistance (LPS) of a cohesive Yellow Ultisol under sugarcane in the coastal tablelands of the state of Alagoas. The study was conducted on the Fazenda Progresso, of the Usina Coruripe, where five sugarcane areas were selected representing a range of cropping periods and systems: four years under winter cropping (4 year W), 14 years under winter cropping (14 year W), 14 years under summer cropping (14 year S), 30 years under winter cropping (30 year W), and 30 years under summer cropping (30 year S), A native subperennial forest fragment (Forest) was also included in this study as reference area. Path coefficient analyses were performed for the layers 0-0.20, 0.20-0.40, and 0.40-0.60 in to assess the degree of association of soil physical properties and soil organic matter with sigma p and LPS. In all layers, the cause/effect relationship of the compaction degree and soil bulk density with sigma p and LPS of the studied Ultisol was highest. In the A or Ap horizons, soil organic matter and water aggregate stability had a direct effect on the shifts in sigma p and LPS; organic matter, percentage of water stable aggregates and compressibility were higher under native forest than in the agricultural areas.","Barros Cantalice, Jose Ramon; Pacheco, Edson Patto",,35,2011,,,
197475,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,SOIL TILLAGE SYSTEMS AND COVER CROPS IN ORGANIC PRODUCTION OF COMMON BEAN AND CORN. I - SOIL PHYSICAL PROPERTIES,"The influence of cover crops and their management on the maintenance or improvement of soil physical quality in areas under organic production should be investigated. This study aimed to determine the influence of the cover crops sunn hemp (Crotalaria juncea), pigeon pea (Cajanus cajan (L.) Millsp), velvet bean (Mucuna aterrima), sorghum (Sorgum technicum), and fallow on physical properties of soil under organic cultivation of common bean and corn, in no-tillage (NT) and conventional tillage (CT) systems. The study was conducted in Santo Antonio de Goias-GO, on an Oxisol, in a randomized block design, with four replications. In November 2003 four experiments were installed, two of them under NT and the other two in CT. In each management system, one experiment was carried out with common bean and another with corn. Samples were taken from the layers 0.00-0.10 and 0.10-0.20 m in November 2007, from the plots and from a neighboring native forest, to determine soil organic matter (SOM) and physical properties. The use of this soil for agricultural production, regardless of the tillage system, reduced the SOM content and affected the physical properties, increased bulk density (BD) and soil penetration resistance (PR) and decreased macroporosity (Mp), soil porosity (SP), and the weighted mean diameter of aggregates (WMDA). However, BD and Mp did not reach the critical values indicated in the literature as limiting for crop growth. The soil tillage systems diverged in relation to WMDA and PR. The soil physical properties were favorably affected by SOM. The S index was correlated to the soil physical properties and to SOM and seems to be an adequate indicator of soil physical quality.","Alves Moreira, Jose Aloisio; Cunha, Euraimi de Queiroz; Didonet, Agostinho Dirceu; Leandro, Wilson Mozena; Stone, Luis Fernando; de Brito Ferreira, Enderson Petronio",,35,2011,,,
197476,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Comparing soil physical properties from continuous conventional tillage with long-term reduced tillage affected by one-time inversion,"In addition to various positive aspects, long-term reduced tillage may cause disadvantages such as increased weed pressure and soil compaction. Thus, single inversion tillage is customarily used for overcoming these drawbacks; however, the effects on the enhanced soil functions are unknown. The main objective of this study was therefore to assess whether improved soil physical properties following long-term reduced tillage remain after one-time inversion tillage by mouldboard plough. The study was undertaken on a silt loam field in Lower Saxony, Germany. Since 1996, this field has been subdivided into three treatments; one was managed conventionally using a mouldboard plough (CT), while on the others a chisel plough (RT1) and a disc harrow (RT2) were employed. In October 2014, the entire field was mouldboard ploughed. The following year, four field campaigns were conducted to compare the soil physical properties of the continuously conventional tilled plot with those affected by one-time inversion tillage (RT1 and RT2). Dry bulk density (DBD), saturated hydraulic conductivity (Ks) and infiltration rate [K(h)] were analysed in untrafficked and trafficked areas in each plot. There were clear differences between CT and RT. At all sampling dates, both RT plots had higher Ks and K(h) compared with CT. These differences also occurred to some extent on the trafficked areas. This suggests that improved soil hydraulic properties remained after one-time inversion tillage of a long-term reduced tilled field. Thus, one-time inversion tillage may offer a suitable measure for overcoming some of the main disadvantages associated with long-term reduced tillage, while preserving the positive effects on soil physical properties.","Blaschek, M.; Brunotte, J.; Duttmann, R.; Kuhwald, M.",,33,2017,,,
197477,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Assessing soil quality under intensive cultivation and tree orchards in Southern Italy,"Concerns about groundwater contamination as well as pesticide residues in food and soil have fuelled vigorous debates about the sustainability of chemical-intensive agriculture. Search has been prompted for agronomic strategies with lower environmental hazards. In this multidisciplinary study we compared the characteristics of soils from 20 agricultural farms selected in five geographical areas of Southern Italy with different soil types. In each farm, fields with management regime classified as high-input (HIMR, intensive cultivation under plastic tunnels) or low-input (LIMR, tree orchards) were selected. Soil samples were analyzed for 31 parameters including physical and chemical properties (bulk density, water holding capacity, texture, pH, limestone, electrical conductivity, organic Cm a depth of 0-20 and 20-40 cm, total N, P(2)O(5), Ca(2+), Mg(2+), K(+), Na(+), cation exchange capacity), enzymatic activities (dehydrogenase,arylsulphatase, beta-glucosidase, phosphatase and urease) and microbiological features (potential respiration, functional diversity of microbial populations by BIOLOG EcoPlates (TM), microbial biomass, fungal mycelium, culturable actinomycetes, bacteria and fungi, pseudomonads and bacterial species richness by 16S rDNA-DGGE). Finally, a soil bioassay was performed in order to evaluate the plant growth of a biotest plant (Lactuca sativa) and soil suppressiveness of the Rhizoctonia solani-L. sativa pathosystem. Results showed that many soil properties were influenced by management regime more than by the sampling area. Compared to LIMR, HIMR soils consistently had reduced soil organic C (-24%), enzymatic activities, microbial biomass and fungal mycelium (-40% and -18%, respectively), functional diversity (-18%) and bacterial species richness (-14%). On the contrary, the same soils showed a remarkable increase in the values of the parameters related to the mineral soil fraction (electrical conductivity +370%; P(2)O(5) +72%; Na(+) +86%). Management regime did not affect cation exchange capacity, pH, limestone and soil texture. The lettuce bioassay showed a higher plant growth (+17%) in the LIMR compared to HIMR soils, despite the lower content of mineral nutrients. Suppression of R. solani was not influenced by management regime, but significant differences were recorded among farms. Differences among the assessed soil parameters indicate a trend of soil quality deterioration under the high-input management regime. (C) 2010 Elsevier B.V. All rights reserved.","Antignani, Vincenzo; Bonanomi, Giuliano; Capodilupo, Manuela; Cozzolino, Lucia; D'Ascoli, Rosaria; Marzaioli, Rossana; Puopolo, Gerardo; Rao, Maria A.; Rutigliano, Flora A.; Scelza, Rosalia; Scotti, Riccardo; Zoina, Astolfo",,47,2011,,,
197478,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Soil aggregate and organic carbon distribution at dry land soil and paddy soil: the role of different straws returning,"Agriculture wastes returning to soil is one of common ways to reuse crop straws in China. The returned straws are expected to improve the fertility and structural stability of soil during the degradation of straw it selves. The in situ effect of different straw (wheat, rice, maize, rape, and broad bean) applications for soil aggregate stability and soil organic carbon (SOC) distribution were studied at both dry land soil and paddy soil in this study. Wet sieving procedures were used to separate soil aggregate sizes. Aggregate stability indicators including mean weight diameter, geometric mean diameter, mean weight of specific surface area, and the fractal dimension were used to evaluate soil aggregate stability after the incubation of straws returning. Meanwhile, the variation and distribution of SOC in different-sized aggregates were further studied. Results showed that the application of straws, especially rape straw at dry land soil and rice straw at paddy soil, increased the fractions of macro-aggregate (> 0.25 mm) and micro-aggregate (0.25-0.053 mm). Suggesting the nutrients released from straw degradation promotes the growing of soil aggregates directly and indirectly. The application of different straws increased the SOC content at both soils and the SOC mainly distributed at < 0.53 mm aggregates. However, the contribution of SOC in macro- and micro-aggregates increased. Straw-applied paddy soil have a higher total SOC content but lower SOC contents at > 0.25 and 0.25-0.053 mm aggregates with dry land soil. Rape straw in dry land and rice straw in paddy field could stabilize soil aggregates and increasing SOC contents best.","Gao, Ming; Huang, Rong; Lan, Muling; Liu, Jiang",,24,2017,,,
197480,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Field investigation of carbon dioxide (CO2) fluxes and organic carbon from a conserved paddy field of North-East India,"This study investigates the effects of conserved tills on the fluxes of carbon dioxide (CO2) and soil organic carbon (SOC) from a rain-fed-paddy plot in Assam (North-eastern state of India). Two paddy plots identical in soil properties, developed to cultivate rice (Sali, grown in low-lying areas of Assam), were adjacent to each other to follow a conventional agricultural practice in one and conservation in the other. Two chambers (1 m x 0.6 m x 0.4 m) were placed in both the plots to collect runoff for analyzing CO2 concentrations. The results of the both practices have been inter-compared. For conservation plot, the SOC was high in the range from 3.17+0.01 kg m(-2) to 20.42 +/- 0.56 kg m(-2) and the CO2 emission was less, i.e. 97.30 +/- 7.11 mg m(-2) h(-1) as compared to 189.65 +/- 4.37 mg m-2 h-1 of the conventional plot. Low tillage practiced for the conservation plot facilitated higher porosity (50.11 +/- 8.40% to 88.87 +/- 3.59%) and greater water retention (47.47 +/- 1.15% to 10137 +/- 1.63%) in the soil. The results indicate that more tillage exposed the soil to atmospheric oxygen more, which leads to excess mineralization of organic carbon and emissions of CO2 as in the conventional plot. (C) 2017 International Research and Training Center on Erosion and Sedimentation and China Water and Power Press. Production and Hosting by Elsevier B.V. This is an open access article under the CC BY-NC-ND license","Dutta, Jayashree; Gokhale, Sharad",,5,2017,,,
197481,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Transformation of buffalo manure by composting or vermicomposting to rehabilitate degraded tropical soils,"The addition of composted buffalo manure may lead to qualitative and quantitative improvement of the organic matter content of degraded tropical agricultural soils in Northern Vietnam. The objectives of this study were to follow the biochemical changes occurring during composting of buffalo manure with and without earthworms during 3 months and to study the effect of the end products (compost and vermicompost) on soil biochemical parameters and plant growth after two months of incubation under controlled conditions in an open pot experiment. Our conceptual approach included characterisation of organic matter of the two composts before and after addition to soil by elemental, isotopic analysis and analytical pyrolysis and comparison with conventional fertilisation. We also analysed for lignin content and composition. Our results showed that composting in the presence of earthworms led to stronger transformation of buffalo manure than regular composting. Vermicompost was enriched in N-containing compounds and depleted in polysaccharides. It further contained stronger modified lignin compared to regular compost. In the bulk soil, the amendment of compost and vermicompost led to significant modification of the soil organic matter after 2 months of exposure to natural weather conditions. The lignin component of SOM was unaffected whatever the origin of the organic amendment. Compost and vermicompost amendments both enhanced aggregation and increased the amount of organic matter in water stable aggregates. However, vermicompost is preferable to compost due to its beneficial effect on plant growth, while having similar positive effects on quantity and quality of SOM. (C) 2010 Elsevier B.V. All rights reserved.","Billou, Daniel; Dignac, Marie-France; Duc, Toan Tran; Jouquet, Pascal; Ngo, Phuong Thi; Rumpel, Cornelia",,37,2011,,,
